Dataset,Sampler,Classifier,AUPRC_mean,AUPRC_std,Accuracy_mean,Accuracy_std,AUC_mean,AUC_std,F1_mean,F1_std
oil,None,KNN,0.19858156028368792,0.0,0.9627659574468085,0.0,0.7857638888888889,0.0,0.36363636363636365,0.0
oil,None,RF,0.09973404255319149,0.0,0.9574468085106383,0.0,0.9364583333333334,0.0,0.2,0.0
oil,None,LR,0.25031914893617024,0.0,0.898936170212766,0.0,0.9541666666666666,0.0,0.4242424242424242,5.551115123125783e-17
oil,None,DT,0.13191489361702127,0.0,0.9521276595744681,0.0,0.6166666666666666,0.0,0.3076923076923077,0.0
oil,None,SVM,0.21126994680851063,0.0,0.925531914893617,0.0,0.898611111111111,0.0,0.4166666666666667,0.0
oil,None,GBM,0.15691489361702127,0.0,0.9574468085106383,0.0,0.8916666666666668,1.1102230246251565e-16,0.3333333333333333,0.0
oil,None,XGBoost,0.19858156028368792,0.0,0.9627659574468085,0.0,0.9340277777777777,0.0,0.36363636363636365,0.0
oil,EasyEnsembleClassifier,EasyEnsembleClassifier,0.17545803782505912,0.0,0.8404255319148937,0.0,0.8569444444444445,0.0,0.3181818181818182,0.0
oil,EditedNearestNeighbours,KNN,0.15691489361702127,0.0,0.9574468085106383,0.0,0.7732638888888889,0.0,0.3333333333333333,0.0
oil,EditedNearestNeighbours,RF,0.09973404255319149,0.0,0.9574468085106383,0.0,0.945138888888889,1.1102230246251565e-16,0.2,0.0
oil,EditedNearestNeighbours,LR,0.27162349676225717,0.0,0.9095744680851062,1.1102230246251565e-16,0.9638888888888889,0.0,0.4516129032258064,5.551115123125783e-17
oil,EditedNearestNeighbours,DT,0.13191489361702127,0.0,0.9521276595744681,0.0,0.6166666666666666,0.0,0.3076923076923077,0.0
oil,EditedNearestNeighbours,SVM,0.23917173252279636,0.0,0.9361702127659575,0.0,0.9041666666666668,0.0,0.4545454545454545,5.551115123125783e-17
oil,EditedNearestNeighbours,GBM,0.21409574468085107,0.0,0.9574468085106383,0.0,0.9041666666666666,1.1102230246251565e-16,0.42857142857142855,0.0
oil,EditedNearestNeighbours,XGBoost,0.25159574468085105,0.0,0.9627659574468085,0.0,0.9243055555555555,0.0,0.46153846153846156,0.0
oil,CondensedNearestNeighbour,KNN,0.06209292227529308,6.938893903907228e-18,0.7393617021276596,0.0,0.7131944444444445,0.0,0.14035087719298245,0.0
oil,CondensedNearestNeighbour,RF,0.22429078014184395,0.0,0.9308510638297871,1.1102230246251565e-16,0.8267361111111112,0.0,0.43478260869565216,0.0
oil,CondensedNearestNeighbour,LR,0.1260229132569558,0.0,0.8138297872340425,0.0,0.8541666666666666,0.0,0.2553191489361702,0.0
